student_id,test_id,objective,total_time_in_second,createdAt,pass_test,answers.0.question_id,answers.0.question,answers.0.answer,answers.1.question_id,answers.1.question,answers.1.answer,answers.2.question_id,answers.2.question,answers.2.answer,answers.3.question_id,answers.3.question,answers.3.answer,answers.4.question_id,answers.4.question,answers.4.answer
595cf1c8ddb1e3fb7718628f,m3_n_1_3,58e0b9f9c14ef5d10bc1bf5f,180,2017-07-28T16:39:59.466Z,1,m3_n_1_3_q01,0,3,m3_n_1_3_q02,1,0,m3_n_1_3_q03,2,1,m3_n_1_3_q04,3,2,m3_n_1_3_q05,4,3
595cf1c8ddb1e3fb77186282,m3_n_1_2,58e0b9f9c14ef5d10bc1bf5e,466,2017-07-28T16:40:37.828Z,1,m3_n_1_2_q01,0,3,m3_n_1_2_q02,1,2,m3_n_1_2_q03,2,1,m3_n_1_2_q04,3,2,m3_n_1_2_q05,4,3
597a68a6e3f77400015ef972,m3_n_1_1,58e0b9f9c14ef5d10bc1bf5d,2933,2017-08-11T00:15:37.551Z,0,m3_n_1_1_q01,0,0,m3_n_1_1_q02,1,0,m3_n_1_1_q03,2,0,m3_n_1_1_q04,3,0,,,
597a68a6e3f77400015ef972,m3_n_1_2,58e0b9f9c14ef5d10bc1bf5e,115,2017-08-11T00:17:49.145Z,1,m3_n_1_2_q01,0,3,m3_n_1_2_q02,1,2,m3_n_1_2_q03,2,1,m3_n_1_2_q04,3,2,,,
59892087ddb1e3fb7718adc4,m3_n_1_1,58e0b9f9c14ef5d10bc1bf5d,137,2017-08-14T11:46:14.536Z,1,m3_n_1_1_q02,1,3,m3_n_1_1_q01,0,2,m3_n_1_1_q03,2,2,m3_n_1_1_q04,3,1,m3_n_1_1_q05,4,0
59892087ddb1e3fb7718adca,m3_n_1_1,58e0b9f9c14ef5d10bc1bf5d,11,2017-08-14T11:46:14.541Z,0,m3_n_1_1_q01,0,0,m3_n_1_1_q02,1,1,m3_n_1_1_q04,3,1,m3_n_1_1_q03,2,2,m3_n_1_1_q05,4,0
59892087ddb1e3fb7718adcb,m3_n_1_1,58e0b9f9c14ef5d10bc1bf5d,125,2017-08-15T10:22:45.219Z,1,m3_n_1_1_q01,0,2,m3_n_1_1_q02,1,3,m3_n_1_1_q03,2,2,m3_n_1_1_q04,3,1,m3_n_1_1_q05,4,0
59892087ddb1e3fb7718adc9,m3_n_1_1,58e0b9f9c14ef5d10bc1bf5d,1205,2017-08-15T10:24:37.641Z,1,m3_n_1_1_q01,0,2,m3_n_1_1_q02,1,3,m3_n_1_1_q03,2,2,m3_n_1_1_q04,3,1,m3_n_1_1_q05,4,0
59892087ddb1e3fb7718adcd,m3_n_1_1,58e0b9f9c14ef5d10bc1bf5d,1263,2017-08-15T10:24:37.642Z,1,m3_n_1_1_q01,0,2,m3_n_1_1_q02,1,3,m3_n_1_1_q03,2,2,m3_n_1_1_q04,3,1,m3_n_1_1_q05,4,0
59892087ddb1e3fb7718adc7,m3_n_1_2,58e0b9f9c14ef5d10bc1bf5e,60,2017-08-15T10:27:28.918Z,1,m3_n_1_2_q01,0,3,m3_n_1_2_q02,1,2,m3_n_1_2_q03,2,1,m3_n_1_2_q04,3,2,m3_n_1_2_q05,4,3
59892087ddb1e3fb7718adcb,m3_n_1_2,58e0b9f9c14ef5d10bc1bf5e,176,2017-08-15T10:29:13.519Z,1,m3_n_1_2_q01,0,3,m3_n_1_2_q02,1,2,m3_n_1_2_q03,2,1,m3_n_1_2_q04,3,2,m3_n_1_2_q05,4,3
59892087ddb1e3fb7718adcd,m3_n_1_2,58e0b9f9c14ef5d10bc1bf5e,227,2017-08-15T10:29:16.573Z,1,m3_n_1_2_q01,0,3,m3_n_1_2_q02,1,2,m3_n_1_2_q03,2,1,m3_n_1_2_q04,3,2,m3_n_1_2_q05,4,2
59889108ddb1e3fb7718ac81,m3_n_1_1,58e0b9f9c14ef5d10bc1bf5d,505,2017-08-16T18:38:28.218Z,1,m3_n_1_1_q01,0,2,m3_n_1_1_q02,1,3,m3_n_1_1_q03,2,2,m3_n_1_1_q04,3,1,m3_n_1_1_q05,4,0
59889109ddb1e3fb7718acbf,m3_n_1_1,58e0b9f9c14ef5d10bc1bf5d,511,2017-08-16T18:38:29.019Z,1,m3_n_1_1_q01,0,2,m3_n_1_1_q02,1,3,m3_n_1_1_q03,2,2,m3_n_1_1_q04,3,1,m3_n_1_1_q05,4,0
59889109ddb1e3fb7718ac97,m3_n_1_1,58e0b9f9c14ef5d10bc1bf5d,512,2017-08-16T18:38:29.220Z,0,m3_n_1_1_q01,0,2,m3_n_1_1_q02,1,0,m3_n_1_1_q03,2,1,m3_n_1_1_q04,3,1,m3_n_1_1_q05,4,0
59889109ddb1e3fb7718acc0,m3_n_1_1,58e0b9f9c14ef5d10bc1bf5d,501,2017-08-16T18:38:29.231Z,1,m3_n_1_1_q01,0,2,m3_n_1_1_q02,1,3,m3_n_1_1_q03,2,2,m3_n_1_1_q04,3,1,m3_n_1_1_q05,4,0
59889109ddb1e3fb7718acd4,m3_n_1_1,58e0b9f9c14ef5d10bc1bf5d,507,2017-08-16T18:38:29.319Z,1,m3_n_1_1_q02,1,0,m3_n_1_1_q01,0,2,m3_n_1_1_q03,2,2,m3_n_1_1_q04,3,1,m3_n_1_1_q05,4,0
59889109ddb1e3fb7718ac98,m3_n_1_1,58e0b9f9c14ef5d10bc1bf5d,512,2017-08-16T18:38:29.322Z,1,m3_n_1_1_q01,0,2,m3_n_1_1_q02,1,3,m3_n_1_1_q03,2,2,m3_n_1_1_q04,3,1,m3_n_1_1_q05,4,0
598dbf134f364f00011040b2,m3_n_1_1,58e0b9f9c14ef5d10bc1bf5d,507,2017-08-16T18:38:29.323Z,0,m3_n_1_1_q01,0,2,m3_n_1_1_q03,2,2,m3_n_1_1_q04,3,3,m3_n_1_1_q05,4,3,,,
59889109ddb1e3fb7718acab,m3_n_1_1,58e0b9f9c14ef5d10bc1bf5d,510,2017-08-16T18:38:29.320Z,1,m3_n_1_1_q01,0,2,m3_n_1_1_q02,1,3,m3_n_1_1_q03,2,2,m3_n_1_1_q04,3,1,m3_n_1_1_q05,4,0
59889109ddb1e3fb7718acd3,m3_n_1_1,58e0b9f9c14ef5d10bc1bf5d,512,2017-08-16T18:38:29.336Z,1,m3_n_1_1_q01,0,2,m3_n_1_1_q02,1,3,m3_n_1_1_q03,2,2,m3_n_1_1_q04,3,1,m3_n_1_1_q05,4,0
59889109ddb1e3fb7718acd5,m3_n_1_1,58e0b9f9c14ef5d10bc1bf5d,513,2017-08-16T18:38:29.528Z,1,m3_n_1_1_q01,0,2,m3_n_1_1_q02,1,3,m3_n_1_1_q03,2,2,m3_n_1_1_q04,3,1,m3_n_1_1_q05,4,0
59889109ddb1e3fb7718acaa,m3_n_1_1,58e0b9f9c14ef5d10bc1bf5d,509,2017-08-16T18:38:29.621Z,0,m3_n_1_1_q01,0,2,m3_n_1_1_q02,1,1,m3_n_1_1_q03,2,2,m3_n_1_1_q04,3,1,m3_n_1_1_q05,4,1
598dbed6b3e4390001c87c2e,m3_n_1_1,58e0b9f9c14ef5d10bc1bf5d,492,2017-08-16T18:38:29.960Z,0,m3_n_1_1_q01,0,2,m3_n_1_1_q02,1,1,m3_n_1_1_q03,2,0,m3_n_1_1_q04,3,1,m3_n_1_1_q05,4,0
59889108ddb1e3fb7718ac82,m3_n_1_1,58e0b9f9c14ef5d10bc1bf5d,349,2017-08-16T18:38:46.429Z,1,m3_n_1_1_q01,0,2,m3_n_1_1_q02,1,3,m3_n_1_1_q03,2,2,m3_n_1_1_q04,3,1,m3_n_1_1_q05,4,0
59889109ddb1e3fb7718aca9,m3_n_1_1,58e0b9f9c14ef5d10bc1bf5d,525,2017-08-16T18:38:49.160Z,1,m3_n_1_1_q01,0,2,m3_n_1_1_q02,1,3,m3_n_1_1_q03,2,2,m3_n_1_1_q04,3,1,m3_n_1_1_q05,4,0
598dbef4d826660001c61adf,m3_n_1_1,58e0b9f9c14ef5d10bc1bf5d,481,2017-08-16T18:39:03.117Z,0,m3_n_1_1_q01,0,2,m3_n_1_1_q02,1,1,m3_n_1_1_q03,2,2,m3_n_1_1_q04,3,1,m3_n_1_1_q05,4,1
59889109ddb1e3fb7718aca9,m3_n_1_2,58e0b9f9c14ef5d10bc1bf5e,576,2017-08-18T15:50:57.442Z,0,m3_n_1_2_q01,0,3,m3_n_1_2_q02,1,2,m3_n_1_2_q03,2,1,m3_n_1_2_q04,3,0,m3_n_1_2_q05,4,1
59889108ddb1e3fb7718ac81,m3_n_1_2,58e0b9f9c14ef5d10bc1bf5e,582,2017-08-18T15:51:06.133Z,1,m3_n_1_2_q01,0,3,m3_n_1_2_q02,1,2,m3_n_1_2_q03,2,1,m3_n_1_2_q04,3,2,m3_n_1_2_q05,4,3
598dbed6b3e4390001c87c2e,m3_n_1_2,58e0b9f9c14ef5d10bc1bf5e,588,2017-08-18T15:51:11.633Z,1,m3_n_1_2_q01,0,2,m3_n_1_2_q02,1,2,m3_n_1_2_q03,2,1,m3_n_1_2_q04,3,2,m3_n_1_2_q05,4,3
59889109ddb1e3fb7718ac97,m3_n_1_2,58e0b9f9c14ef5d10bc1bf5e,594,2017-08-18T15:51:13.739Z,1,m3_n_1_2_q01,0,3,m3_n_1_2_q02,1,2,m3_n_1_2_q03,2,0,m3_n_1_2_q04,3,2,m3_n_1_2_q05,4,3
59889109ddb1e3fb7718acbf,m3_n_1_2,58e0b9f9c14ef5d10bc1bf5e,558,2017-08-18T15:51:14.335Z,0,m3_n_1_2_q01,0,3,m3_n_1_2_q02,1,2,m3_n_1_2_q03,2,1,m3_n_1_2_q04,3,1,m3_n_1_2_q05,4,2
59889109ddb1e3fb7718acd3,m3_n_1_2,58e0b9f9c14ef5d10bc1bf5e,590,2017-08-18T15:51:14.351Z,1,m3_n_1_2_q01,0,3,m3_n_1_2_q02,1,2,m3_n_1_2_q03,2,1,m3_n_1_2_q04,3,2,m3_n_1_2_q05,4,3
59889109ddb1e3fb7718acab,m3_n_1_2,58e0b9f9c14ef5d10bc1bf5e,588,2017-08-18T15:51:14.733Z,1,m3_n_1_2_q01,0,3,m3_n_1_2_q02,1,2,m3_n_1_2_q03,2,1,m3_n_1_2_q04,3,2,m3_n_1_2_q05,4,3
59889109ddb1e3fb7718acc0,m3_n_1_2,58e0b9f9c14ef5d10bc1bf5e,591,2017-08-18T15:51:15.735Z,1,m3_n_1_2_q01,0,3,m3_n_1_2_q02,1,0,m3_n_1_2_q03,2,1,m3_n_1_2_q04,3,2,m3_n_1_2_q05,4,3
59889109ddb1e3fb7718acd4,m3_n_1_2,58e0b9f9c14ef5d10bc1bf5e,586,2017-08-18T15:51:15.836Z,1,m3_n_1_2_q01,0,3,m3_n_1_2_q02,1,2,m3_n_1_2_q03,2,1,m3_n_1_2_q04,3,2,m3_n_1_2_q05,4,3
59889109ddb1e3fb7718ac98,m3_n_1_2,58e0b9f9c14ef5d10bc1bf5e,590,2017-08-18T15:51:16.341Z,1,m3_n_1_2_q01,0,3,m3_n_1_2_q02,1,2,m3_n_1_2_q03,2,1,m3_n_1_2_q04,3,2,m3_n_1_2_q05,4,3
598dbf134f364f00011040b2,m3_n_1_2,58e0b9f9c14ef5d10bc1bf5e,584,2017-08-18T15:51:16.740Z,0,m3_n_1_2_q01,0,0,m3_n_1_2_q02,1,2,m3_n_1_2_q03,2,1,m3_n_1_2_q04,3,0,m3_n_1_2_q05,4,3
59889109ddb1e3fb7718acd5,m3_n_1_2,58e0b9f9c14ef5d10bc1bf5e,593,2017-08-18T15:51:17.049Z,0,m3_n_1_2_q01,0,2,m3_n_1_2_q02,1,2,m3_n_1_2_q03,2,3,m3_n_1_2_q04,3,2,m3_n_1_2_q05,4,3
59889108ddb1e3fb7718ac82,m3_n_1_2,58e0b9f9c14ef5d10bc1bf5e,588,2017-08-18T15:51:17.149Z,1,m3_n_1_2_q01,0,3,m3_n_1_2_q02,1,2,m3_n_1_2_q03,2,1,m3_n_1_2_q04,3,2,m3_n_1_2_q05,4,3
59889109ddb1e3fb7718acaa,m3_n_1_2,58e0b9f9c14ef5d10bc1bf5e,592,2017-08-18T15:51:17.735Z,1,m3_n_1_2_q01,0,3,m3_n_1_2_q02,1,2,m3_n_1_2_q03,2,1,m3_n_1_2_q04,3,2,m3_n_1_2_q05,4,3
598dbef4d826660001c61adf,m3_n_1_2,58e0b9f9c14ef5d10bc1bf5e,567,2017-08-18T15:51:21.249Z,0,m3_n_1_2_q01,0,0,m3_n_1_2_q02,1,2,m3_n_1_2_q03,2,1,m3_n_1_2_q04,3,3,,,
598e10d6ddb1e3fb7718b8ff,m3_n_1_1,58e0b9f9c14ef5d10bc1bf5d,0,2017-08-18T20:36:00.536Z,1,m3_n_1_1_q01,0,2,m3_n_1_1_q02,1,3,m3_n_1_1_q03,2,2,m3_n_1_1_q04,3,1,m3_n_1_1_q05,4,3
598e10d6ddb1e3fb7718b996,m3_n_1_1,58e0b9f9c14ef5d10bc1bf5d,0,2017-08-18T20:36:36.419Z,1,m3_n_1_1_q01,0,2,m3_n_1_1_q02,1,3,m3_n_1_1_q03,2,2,m3_n_1_1_q04,3,3,m3_n_1_1_q05,4,0
598e10d6ddb1e3fb7718b8d7,m3_n_1_1,58e0b9f9c14ef5d10bc1bf5d,0,2017-08-18T20:37:11.348Z,1,m3_n_1_1_q01,0,2,m3_n_1_1_q02,1,3,m3_n_1_1_q03,2,2,m3_n_1_1_q04,3,1,m3_n_1_1_q05,4,0
598e10d6ddb1e3fb7718b93d,m3_n_1_1,58e0b9f9c14ef5d10bc1bf5d,0,2017-08-18T20:37:45.325Z,1,m3_n_1_1_q01,0,2,m3_n_1_1_q02,1,3,m3_n_1_1_q03,2,2,m3_n_1_1_q04,3,1,m3_n_1_1_q05,4,0
598e10d6ddb1e3fb7718b93e,m3_n_1_1,58e0b9f9c14ef5d10bc1bf5d,0,2017-08-18T20:38:17.746Z,1,m3_n_1_1_q01,0,2,m3_n_1_1_q02,1,3,m3_n_1_1_q03,2,2,m3_n_1_1_q04,3,1,m3_n_1_1_q05,4,0
598e10d6ddb1e3fb7718b998,m3_n_1_1,58e0b9f9c14ef5d10bc1bf5d,0,2017-08-18T20:38:56.645Z,1,m3_n_1_1_q01,0,2,m3_n_1_1_q02,1,3,m3_n_1_1_q03,2,2,m3_n_1_1_q04,3,1,m3_n_1_1_q05,4,0
598e10d6ddb1e3fb7718b900,m3_n_1_1,58e0b9f9c14ef5d10bc1bf5d,0,2017-08-18T20:39:19.217Z,1,m3_n_1_1_q01,0,2,m3_n_1_1_q02,1,3,m3_n_1_1_q03,2,2,m3_n_1_1_q04,3,1,m3_n_1_1_q05,4,0
598e10d6ddb1e3fb7718b98a,m3_n_1_1,58e0b9f9c14ef5d10bc1bf5d,0,2017-08-18T20:39:48.121Z,0,m3_n_1_1_q01,0,3,m3_n_1_1_q02,1,2,m3_n_1_1_q03,2,2,m3_n_1_1_q04,3,1,m3_n_1_1_q05,4,0
598e10d6ddb1e3fb7718b901,m3_n_1_1,58e0b9f9c14ef5d10bc1bf5d,0,2017-08-18T20:40:42.833Z,0,m3_n_1_1_q01,0,3,m3_n_1_1_q02,1,1,m3_n_1_1_q03,2,2,m3_n_1_1_q04,3,1,m3_n_1_1_q05,4,0
5992e93c75368000015061a3,m3_n_1_1,58e0b9f9c14ef5d10bc1bf5d,0,2017-08-18T20:41:42.546Z,1,m3_n_1_1_q01,0,2,m3_n_1_1_q02,1,3,m3_n_1_1_q03,2,2,m3_n_1_1_q04,3,1,m3_n_1_1_q05,4,0
598e10d6ddb1e3fb7718b988,m3_n_1_1,58e0b9f9c14ef5d10bc1bf5d,0,2017-08-18T20:42:35.051Z,1,m3_n_1_1_q01,0,2,m3_n_1_1_q02,1,3,m3_n_1_1_q03,2,2,m3_n_1_1_q04,3,1,m3_n_1_1_q05,4,0
598e10d6ddb1e3fb7718b995,m3_n_1_1,58e0b9f9c14ef5d10bc1bf5d,0,2017-08-18T20:43:03.648Z,1,m3_n_1_1_q01,0,2,m3_n_1_1_q02,1,3,m3_n_1_1_q03,2,2,m3_n_1_1_q04,3,1,m3_n_1_1_q05,4,0
598e10d6ddb1e3fb7718b999,m3_n_1_1,58e0b9f9c14ef5d10bc1bf5d,0,2017-08-18T20:43:27.845Z,1,m3_n_1_1_q01,0,2,m3_n_1_1_q02,1,3,m3_n_1_1_q03,2,2,m3_n_1_1_q04,3,1,m3_n_1_1_q05,4,0
598e10d6ddb1e3fb7718b902,m3_n_1_1,58e0b9f9c14ef5d10bc1bf5d,0,2017-08-18T20:44:08.965Z,1,m3_n_1_1_q01,0,2,m3_n_1_1_q02,1,3,m3_n_1_1_q03,2,2,m3_n_1_1_q04,3,1,m3_n_1_1_q05,4,0
598e10d6ddb1e3fb7718b93b,m3_n_1_1,58e0b9f9c14ef5d10bc1bf5d,0,2017-08-18T20:44:32.433Z,1,m3_n_1_1_q01,0,2,m3_n_1_1_q02,1,3,m3_n_1_1_q03,2,2,m3_n_1_1_q04,3,1,m3_n_1_1_q05,4,0
598e10d6ddb1e3fb7718b8d6,m3_n_1_1,58e0b9f9c14ef5d10bc1bf5d,0,2017-08-18T20:45:27.319Z,0,m3_n_1_1_q01,0,2,m3_n_1_1_q02,1,1,m3_n_1_1_q03,2,2,m3_n_1_1_q04,3,1,m3_n_1_1_q05,4,3
598e10d6ddb1e3fb7718b8d9,m3_n_1_1,58e0b9f9c14ef5d10bc1bf5d,0,2017-08-18T20:46:11.320Z,1,m3_n_1_1_q01,0,2,m3_n_1_1_q02,1,3,m3_n_1_1_q03,2,2,m3_n_1_1_q04,3,1,m3_n_1_1_q05,4,0
598e10d6ddb1e3fb7718b989,m3_n_1_1,58e0b9f9c14ef5d10bc1bf5d,0,2017-08-18T20:46:32.753Z,1,m3_n_1_1_q01,0,2,m3_n_1_1_q02,1,3,m3_n_1_1_q03,2,1,m3_n_1_1_q04,3,1,m3_n_1_1_q05,4,0
598e10d6ddb1e3fb7718b8d8,m3_n_1_1,58e0b9f9c14ef5d10bc1bf5d,0,2017-08-18T20:47:05.930Z,1,m3_n_1_1_q01,0,2,m3_n_1_1_q02,1,3,m3_n_1_1_q03,2,2,m3_n_1_1_q04,3,1,m3_n_1_1_q05,4,0
598e10d6ddb1e3fb7718b93c,m3_n_1_1,58e0b9f9c14ef5d10bc1bf5d,0,2017-08-18T20:47:32.419Z,1,m3_n_1_1_q01,0,2,m3_n_1_1_q02,1,3,m3_n_1_1_q03,2,2,m3_n_1_1_q04,3,1,m3_n_1_1_q05,4,0
598e10d6ddb1e3fb7718b987,m3_n_1_1,58e0b9f9c14ef5d10bc1bf5d,0,2017-08-18T20:48:00.334Z,1,m3_n_1_1_q01,0,2,m3_n_1_1_q02,1,3,m3_n_1_1_q03,2,1,m3_n_1_1_q04,3,1,m3_n_1_1_q05,4,0
5992e954772fcc00018236a6,m3_n_1_1,58e0b9f9c14ef5d10bc1bf5d,0,2017-08-18T20:48:21.919Z,1,m3_n_1_1_q01,0,2,m3_n_1_1_q02,1,3,m3_n_1_1_q03,2,2,m3_n_1_1_q04,3,1,m3_n_1_1_q05,4,0
598e10d6ddb1e3fb7718b8bb,m3_n_1_1,58e0b9f9c14ef5d10bc1bf5d,0,2017-08-21T15:28:28.230Z,0,m3_n_1_1_q01,0,2,m3_n_1_1_q02,1,0,m3_n_1_1_q03,2,2,m3_n_1_1_q04,3,3,m3_n_1_1_q05,4,0
598e10d6ddb1e3fb7718b8e2,m3_n_1_1,58e0b9f9c14ef5d10bc1bf5d,0,2017-08-21T15:28:59.455Z,1,m3_n_1_1_q01,0,2,m3_n_1_1_q02,1,3,m3_n_1_1_q03,2,2,m3_n_1_1_q04,3,1,m3_n_1_1_q05,4,0
598e10d6ddb1e3fb7718b8ba,m3_n_1_1,58e0b9f9c14ef5d10bc1bf5d,0,2017-08-21T15:29:23.760Z,1,m3_n_1_1_q01,0,2,m3_n_1_1_q02,1,3,m3_n_1_1_q03,2,2,m3_n_1_1_q04,3,1,m3_n_1_1_q05,4,0
598e10d6ddb1e3fb7718b96c,m3_n_1_1,58e0b9f9c14ef5d10bc1bf5d,0,2017-08-21T15:29:56.338Z,1,m3_n_1_1_q01,0,2,m3_n_1_1_q02,1,3,m3_n_1_1_q03,2,2,m3_n_1_1_q04,3,1,m3_n_1_1_q05,4,0
598e10d6ddb1e3fb7718b8bc,m3_n_1_1,58e0b9f9c14ef5d10bc1bf5d,0,2017-08-21T15:30:21.019Z,1,m3_n_1_1_q01,0,2,m3_n_1_1_q02,1,3,m3_n_1_1_q03,2,2,m3_n_1_1_q04,3,1,m3_n_1_1_q05,4,0
598e10d6ddb1e3fb7718b950,m3_n_1_1,58e0b9f9c14ef5d10bc1bf5d,0,2017-08-21T15:31:20.746Z,1,m3_n_1_1_q01,0,2,m3_n_1_1_q02,1,3,m3_n_1_1_q03,2,2,m3_n_1_1_q04,3,1,m3_n_1_1_q05,4,0
598e10d6ddb1e3fb7718b91f,m3_n_1_1,58e0b9f9c14ef5d10bc1bf5d,0,2017-08-21T15:31:51.417Z,1,m3_n_1_1_q01,0,2,m3_n_1_1_q02,1,3,m3_n_1_1_q03,2,2,m3_n_1_1_q04,3,1,m3_n_1_1_q05,4,0
598e10d6ddb1e3fb7718b969,m3_n_1_1,58e0b9f9c14ef5d10bc1bf5d,0,2017-08-21T15:32:33.619Z,1,m3_n_1_1_q01,0,2,m3_n_1_1_q02,1,3,m3_n_1_1_q03,2,1,m3_n_1_1_q04,3,1,m3_n_1_1_q05,4,0
598e10d6ddb1e3fb7718b8e4,m3_n_1_1,58e0b9f9c14ef5d10bc1bf5d,0,2017-08-21T15:33:11.936Z,1,m3_n_1_1_q01,0,2,m3_n_1_1_q02,1,3,m3_n_1_1_q03,2,2,m3_n_1_1_q04,3,1,m3_n_1_1_q05,4,0
598e10d6ddb1e3fb7718b920,m3_n_1_1,58e0b9f9c14ef5d10bc1bf5d,0,2017-08-21T15:33:31.319Z,1,m3_n_1_1_q01,0,2,m3_n_1_1_q02,1,3,m3_n_1_1_q03,2,2,m3_n_1_1_q04,3,1,m3_n_1_1_q05,4,0
598e10d6ddb1e3fb7718b8b7,m3_n_1_1,58e0b9f9c14ef5d10bc1bf5d,0,2017-08-21T15:33:48.925Z,1,m3_n_1_1_q01,0,2,m3_n_1_1_q02,1,3,m3_n_1_1_q03,2,1,m3_n_1_1_q04,3,1,m3_n_1_1_q05,4,0
598e10d6ddb1e3fb7718b951,m3_n_1_1,58e0b9f9c14ef5d10bc1bf5d,0,2017-08-21T15:34:15.078Z,1,m3_n_1_1_q01,0,2,m3_n_1_1_q02,1,3,m3_n_1_1_q03,2,2,m3_n_1_1_q04,3,3,m3_n_1_1_q05,4,0
598e10d6ddb1e3fb7718b91e,m3_n_1_1,58e0b9f9c14ef5d10bc1bf5d,0,2017-08-21T15:34:51.517Z,1,m3_n_1_1_q01,0,2,m3_n_1_1_q02,1,3,m3_n_1_1_q03,2,2,m3_n_1_1_q04,3,0,m3_n_1_1_q05,4,0
598e10d6ddb1e3fb7718b921,m3_n_1_1,58e0b9f9c14ef5d10bc1bf5d,0,2017-08-21T15:35:18.426Z,1,m3_n_1_1_q01,0,2,m3_n_1_1_q02,1,3,m3_n_1_1_q03,2,2,m3_n_1_1_q04,3,1,m3_n_1_1_q05,4,0
598e10d6ddb1e3fb7718b8e3,m3_n_1_1,58e0b9f9c14ef5d10bc1bf5d,0,2017-08-21T15:35:51.346Z,1,m3_n_1_1_q01,0,2,m3_n_1_1_q02,1,3,m3_n_1_1_q03,2,2,m3_n_1_1_q04,3,1,m3_n_1_1_q05,4,0
598e10d6ddb1e3fb7718b91d,m3_n_1_1,58e0b9f9c14ef5d10bc1bf5d,0,2017-08-21T15:37:15.417Z,0,m3_n_1_1_q01,0,2,m3_n_1_1_q02,1,1,m3_n_1_1_q03,2,1,m3_n_1_1_q04,3,1,m3_n_1_1_q05,4,0
598e10d6ddb1e3fb7718b8b8,m3_n_1_1,58e0b9f9c14ef5d10bc1bf5d,0,2017-08-21T15:37:40.917Z,1,m3_n_1_1_q01,0,2,m3_n_1_1_q02,1,3,m3_n_1_1_q03,2,2,m3_n_1_1_q04,3,0,m3_n_1_1_q05,4,0
598e10d6ddb1e3fb7718b96a,m3_n_1_1,58e0b9f9c14ef5d10bc1bf5d,0,2017-08-21T15:38:34.249Z,1,m3_n_1_1_q01,0,2,m3_n_1_1_q02,1,3,m3_n_1_1_q03,2,2,m3_n_1_1_q04,3,1,m3_n_1_1_q05,4,0
